"species","RCP","OA","meanlatinit","meanslope","decshift"
690678,"R85","Y",50.4831613986152,-0.000174907156844369,-0.194146944097249
690679,"R85","N",-43.0997114705265,-0.00131165636515513,-1.4559385653222
690679,"R85","Y",-43.0997179068234,-0.00138940955455198,-1.5422446055527
690680,"R85","N",51.128897126723,-0.000820693839719764,-0.910970162088938
690680,"R85","Y",51.1289074049175,-0.000847721232130119,-0.940970567664432
690681,"R85","N",-1.78695593653295,0.0169639635554284,18.8299995465256
690681,"R85","Y",-1.78705117689681,0.0167473239375409,18.5895295706704
690682,"R85","N",-47.1174270795391,0.00455039830202258,5.05094211524506
690682,"R85","Y",-47.1191634472329,0.00462492882669963,5.13367099763659
690684,"R85","N",38.0561728598491,0.01768089421417,19.6257925777287
690684,"R85","Y",38.0561729279872,0.0176707278058208,19.6145078644611
690686,"R85","N",-47.8552724654368,-0.00167195244147015,-1.85586721003186
690686,"R85","Y",-47.8554712580594,-0.00232099544905507,-2.57630494845113
690688,"R85","N",-27.3805595268984,-0.0159557241851625,-17.7108538455303
690688,"R85","Y",-27.3805595268984,-0.0166972754302143,-18.5339757275379
690690,"R85","N",49.5668760125134,-0.0154619291872397,-17.1627413978361
690690,"R85","Y",49.5630033354871,-0.0163228902397905,-18.1184081661675
690692,"R85","N",-40.6330343782123,-0.003344195206714,-3.71205667945254
690692,"R85","Y",-40.633037868771,-0.00333673660853342,-3.7037776354721
690693,"R85","N",30.3541671265098,-0.031348511480763,-34.7968477436469
690693,"R85","Y",30.3532997573072,-0.0219187593576966,-24.3298228870432
690694,"R85","N",2.82853592186148,0.00388683289987319,4.31438451885924
690694,"R85","Y",2.82842277778572,0.00352676472331791,3.91470884288288
690696,"R85","N",-37.9072583545808,-0.00139715209933527,-1.55083883026214
690696,"R85","Y",-37.9072561670892,-0.0013932535193553,-1.54651140648438
690750,"R85","N",11.3260562375362,0.00051038852921996,0.566531267434156
690750,"R85","Y",11.326102174729,0.000486857845303549,0.54041220828694
690751,"R85","N",-27.551966036479,0.00112172508940632,1.24511484924101
690751,"R85","Y",-27.5514344874229,0.00126787173051314,1.40733762086958
