"lme","Year","RCP","MMA.MeanCat","MMA.TrimMeanCat","MMA.MedCat","Count"
0,2000,"R85",4.49131014462439,4.49131014462439,2.9723119927084,206
0,2001,"R26",4.54280392384841,4.54280392384841,2.96605425855143,206
0,2001,"R85",4.48966340929715,4.48966340929715,2.92852879127956,206
0,2002,"R26",4.51442198920552,4.51442198920552,3.17552275384642,206
0,2002,"R85",4.4084028596477,4.4084028596477,3.0316838437065,206
0,2003,"R26",4.35424846058623,4.35424846058623,2.85751175826769,206
0,2003,"R85",4.35528924091918,4.35528924091918,2.96992336378602,206
0,2004,"R26",4.28503116690298,4.28503116690298,2.78336546385362,206
0,2004,"R85",4.2242000659421,4.2242000659421,2.63333940615437,206
0,2005,"R26",4.21376579103155,4.21376579103155,2.59052584828139,206
0,2005,"R85",4.09742296297996,4.09742296297996,2.67114835776421,206
0,2006,"R26",4.01537950002118,4.01537950002118,2.32126839925724,206
0,2006,"R85",3.91016274925337,3.91016274925337,2.3203731650932,206
0,2007,"R26",3.99609467828548,3.99609467828548,2.38293900595913,206
0,2007,"R85",3.85462178304918,3.85462178304918,2.29007432120033,206
0,2008,"R26",4.00564270750418,4.00564270750418,2.14178338576779,206
0,2008,"R85",3.74628775140355,3.74628775140355,2.22034201263325,206
0,2009,"R26",4.00633980963863,4.00633980963863,2.22516640342778,206
0,2009,"R85",3.77850501221349,3.77850501221349,2.0126451370086,206
0,2010,"R26",3.78091076723834,3.78091076723834,2.21080347747937,206
0,2010,"R85",3.73203046404489,3.73203046404489,2.03698447776796,206
0,2011,"R26",3.57999152878131,3.57999152878131,2.03693022546242,206
0,2011,"R85",3.71036676487071,3.71036676487071,2.02754995873676,206
0,2012,"R26",3.41694329642509,3.41694329642509,1.66981143564788,206
0,2012,"R85",3.69853507163574,3.69853507163574,2.08568529335715,206
0,2013,"R26",3.39672211924534,3.39672211924534,1.69301070743938,206
0,2013,"R85",3.52512371028904,3.52512371028904,1.92671533616767,206
0,2014,"R26",3.27372446384567,3.27372446384567,1.43718800203284,206
0,2014,"R85",3.41341384550261,3.41341384550261,1.92577630466365,206
0,2015,"R26",3.31932909482614,3.31932909482614,1.4155869429872,206
0,2015,"R85",3.43875776465136,3.43875776465136,1.84856855328002,206
0,2016,"R26",3.35626159323937,3.35626159323937,1.41123596114256,206
0,2016,"R85",3.33334876311634,3.33334876311634,1.94242823728101,206
0,2017,"R26",3.31390437563396,3.31390437563396,1.12463446877028,206
0,2017,"R85",3.30768165926531,3.30768165926531,1.88071568305733,206
0,2018,"R26",3.1792527174344,3.1792527174344,1.00782569713552,206
0,2018,"R85",3.24703794936446,3.24703794936446,1.81034227189254,206
0,2019,"R26",3.0942127267915,3.0942127267915,1.06413653131394,206
0,2019,"R85",2.92761333958478,2.92761333958478,1.38313003728849,206
0,2020,"R26",3.0419040439823,3.0419040439823,0.76387227395505,206
0,2020,"R85",2.45011717895713,2.45011717895713,1.11944576682641,206
0,2021,"R26",2.96904113592543,2.96904113592543,0.968483204029228,206
0,2021,"R85",2.20327873301882,2.20327873301882,1.13136482683126,206
0,2022,"R26",2.97841718236988,2.97841718236988,0.829572063953318,206
0,2022,"R85",2.09002552852941,2.09002552852941,1.13025700863305,206
0,2023,"R26",2.98907095977294,2.98907095977294,0.736632143916163,206
0,2023,"R85",2.19473398171044,2.19473398171044,1.16048302543499,206
0,2024,"R26",3.00612298294853,3.00612298294853,0.56115637730181,206
0,2024,"R85",2.38782159635467,2.38782159635467,1.00627473884561,206
0,2025,"R26",2.88381485240037,2.88381485240037,0.338908007211697,206
0,2025,"R85",2.32631951402501,2.32631951402501,0.626176087231041,206
0,2026,"R26",2.82216844167334,2.82216844167334,0.306420502233427,206
0,2026,"R85",2.2835655643681,2.2835655643681,0.38543966318565,206
0,2027,"R26",2.71017486281203,2.71017486281203,0.365947143312803,206
0,2027,"R85",2.14903301347483,2.14903301347483,0.187082065638187,206
0,2028,"R26",2.63981730745129,2.63981730745129,-0.0708693520813382,206
0,2028,"R85",2.03232606176002,2.03232606176002,-0.0892097241568624,206
0,2029,"R26",2.58233135312084,2.58233135312084,-0.107380204328192,206
0,2029,"R85",2.03037693905674,2.03037693905674,-0.254063722003442,206
0,2030,"R26",2.61490052994554,2.61490052994554,-0.212404841773332,206
0,2030,"R85",2.28676993842715,2.28676993842715,-0.611076003787996,206
0,2031,"R26",2.66809210336135,2.66809210336135,0.0095660518590334,206
0,2031,"R85",2.3749934337666,2.3749934337666,-0.452409098049254,206
0,2032,"R26",2.65828372257905,2.65828372257905,-0.110372862522711,206
0,2032,"R85",2.36763674881377,2.36763674881377,-0.533286812472648,206
0,2033,"R26",2.66246776492057,2.66246776492057,-0.536909831757386,206
0,2033,"R85",2.13709291166565,2.13709291166565,-0.631618764944766,206
0,2034,"R26",2.80496127417317,2.80496127417317,-0.120254256187016,206
0,2034,"R85",1.8603983784445,1.8603983784445,-1.18313032347786,206
0,2035,"R26",2.70678813845495,2.70678813845495,-0.548754526296799,206
0,2035,"R85",1.76343546187978,1.76343546187978,-1.65625234656302,206
0,2036,"R26",2.65437011912249,2.65437011912249,-0.461322196089972,206
0,2036,"R85",1.81019088339015,1.81019088339015,-1.71473496741011,206
0,2037,"R26",2.68443047928126,2.68443047928126,-0.689078005036493,206
0,2037,"R85",1.79496458062663,1.79496458062663,-1.73567075710291,206
0,2038,"R26",2.63756070596969,2.63756070596969,-0.700675114664803,206
0,2038,"R85",1.68930021366058,1.68930021366058,-1.92044640382869,206
0,2039,"R26",2.60161121637364,2.60161121637364,-0.440979327847986,206
0,2039,"R85",1.66454194555103,1.66454194555103,-1.92634843853176,206
0,2040,"R26",2.63934148397091,2.63934148397091,-0.451402711311534,206
0,2040,"R85",1.53266800027852,1.53266800027852,-2.12944048455259,206
0,2041,"R26",2.73095258998581,2.73095258998581,-0.306403154759674,206
0,2041,"R85",1.4866297130517,1.4866297130517,-2.27441815908929,206
0,2042,"R26",2.74770405098967,2.74770405098967,-0.354763477962683,206
0,2042,"R85",1.25442605972914,1.25442605972914,-2.464353499523,206
0,2043,"R26",2.91901364422421,2.91901364422421,-0.174816811948574,206
0,2043,"R85",1.18309678055747,1.18309678055747,-2.51307096737794,206
0,2044,"R26",2.83760172914582,2.83760172914582,-0.383596001435545,206
0,2044,"R85",1.30076869696052,1.30076869696052,-2.49635954527262,206
0,2045,"R26",3.00461457751162,3.00461457751162,-0.409940477481263,206
0,2045,"R85",1.23385716427313,1.23385716427313,-2.55878560470832,206
0,2046,"R26",3.06705446349568,3.06705446349568,-0.643671293697059,206
0,2046,"R85",1.10396911553247,1.10396911553247,-2.73981974275484,206
0,2047,"R26",3.19770771987502,3.19770771987502,-0.421667109352712,206
0,2047,"R85",1.05858850885291,1.05858850885291,-2.70939415779962,206
0,2048,"R26",3.21106094934397,3.21106094934397,-0.521688934027271,206
0,2048,"R85",1.18906422241885,1.18906422241885,-2.92266629511663,206
0,2049,"R26",3.10240490202214,3.10240490202214,-0.774274339664241,206
0,2049,"R85",1.18152166029142,1.18152166029142,-3.12805271497087,206
0,2050,"R26",2.97404471971362,2.97404471971362,-0.921236545733781,206
0,2050,"R85",1.1847172279304,1.1847172279304,-3.36482077097465,206
0,2051,"R26",2.79449665188515,2.79449665188515,-1.23871432213034,206
0,2051,"R85",1.02588202660108,1.02588202660108,-3.84832683790167,206
0,2052,"R26",2.74813919322153,2.74813919322153,-1.34964467042835,206
0,2052,"R85",1.18288855999224,1.18288855999224,-4.17759571842043,206
0,2053,"R26",2.50754002257345,2.50754002257345,-1.57675019816903,206
0,2053,"R85",1.31133279464559,1.31133279464559,-4.54049455768118,206
0,2054,"R26",2.31426342385979,2.31426342385979,-1.71222082726415,206
0,2054,"R85",1.20694419132461,1.20694419132461,-4.85346300258377,206
0,2055,"R26",2.28800348254295,2.28800348254295,-1.51311610418678,206
0,2055,"R85",1.3026553281786,1.3026553281786,-5.16795844829585,206
0,2056,"R26",2.29883676874891,2.29883676874891,-1.38367360576504,206
0,2056,"R85",1.41979883822237,1.41979883822237,-5.24495497996053,206
0,2057,"R26",2.21331388484764,2.21331388484764,-1.47537683696491,206
0,2057,"R85",1.5892146596319,1.5892146596319,-5.39615563944667,206
0,2058,"R26",2.28177139632654,2.28177139632654,-1.40906207595349,206
0,2058,"R85",1.55932501694395,1.55932501694395,-5.52667801406977,206
0,2059,"R26",2.50611049793839,2.50611049793839,-1.41415862017565,206
0,2059,"R85",1.61068257469367,1.61068257469367,-6.03972387747696,206
0,2060,"R26",2.65324834280134,2.65324834280134,-1.14908118431757,206
0,2060,"R85",1.63581019965548,1.63581019965548,-6.18789587056543,206
0,2061,"R26",2.67629629390869,2.67629629390869,-1.13826845021608,206
0,2061,"R85",1.94200317717281,1.94200317717281,-6.08677839996945,206
0,2062,"R26",2.59236713402831,2.59236713402831,-1.01620595491086,206
0,2062,"R85",2.07886069723837,2.07886069723837,-5.97466328810633,206
0,2063,"R26",2.6740835369864,2.6740835369864,-1.01497407693824,206
0,2063,"R85",2.26400759998144,2.26400759998144,-6.18421026653631,206
0,2064,"R26",2.85044899570447,2.85044899570447,-0.737741666699887,206
0,2064,"R85",2.47707415651434,2.47707415651434,-5.99884811603373,206
0,2065,"R26",2.92580901647882,2.92580901647882,-0.866993670033111,206
0,2065,"R85",2.79078328605771,2.79078328605771,-6.07408227856899,206
0,2066,"R26",3.03148823206943,3.03148823206943,-0.870514853735625,206
0,2066,"R85",3.07522610659733,3.07522610659733,-6.41487842776638,206
0,2067,"R26",3.15396836182654,3.15396836182654,-0.747298278394141,206
0,2067,"R85",3.25464025130951,3.25464025130951,-6.30133110758092,206
0,2068,"R26",3.18548299687988,3.18548299687988,-0.836872208290073,206
0,2068,"R85",3.52210686199502,3.52210686199502,-6.64035152879794,206
0,2069,"R26",3.26139479709206,3.26139479709206,-0.849725402887763,206
0,2069,"R85",3.99032764336047,3.99032764336047,-6.93647920587114,206
0,2070,"R26",3.32627759553104,3.32627759553104,-0.752804313978392,206
0,2070,"R85",4.30982351721157,4.30982351721157,-6.92446839027788,206
0,2071,"R26",3.50192157875221,3.50192157875221,-0.529759450991455,206
0,2071,"R85",4.5942421049001,4.5942421049001,-6.97644035559938,206
0,2072,"R26",3.7591917945746,3.7591917945746,-0.473152526265022,206
0,2072,"R85",4.95539125300974,4.95539125300974,-7.64296877705452,206
0,2073,"R26",3.95566534355672,3.95566534355672,-0.396537458347565,206
0,2073,"R85",5.35796800179464,5.35796800179464,-7.29013928767053,206
0,2074,"R26",4.10702167973558,4.10702167973558,-0.377114024324998,206
0,2074,"R85",5.71231666844198,5.71231666844198,-7.40892168502822,206
0,2075,"R26",4.15912196982166,4.15912196982166,-0.570336890444985,206
0,2075,"R85",5.81184138060893,5.81184138060893,-8.00522502698135,206
0,2076,"R26",4.24887561543835,4.24887561543835,-0.481230459563205,206
0,2076,"R85",6.09936191521699,6.09936191521699,-8.27512544226119,206
0,2077,"R26",4.35118437896008,4.35118437896008,-0.303753082744268,206
0,2077,"R85",6.42253446086322,6.42253446086322,-8.46903485667844,206
0,2078,"R26",4.3404770669227,4.3404770669227,-0.26302088306379,206
0,2078,"R85",6.64332646977463,6.64332646977463,-8.60140851154928,206
0,2079,"R26",4.29545482559766,4.29545482559766,-0.325218870270563,206
0,2079,"R85",6.61516913866471,6.61516913866471,-9.08965654916408,206
0,2080,"R26",4.30365022634953,4.30365022634953,-0.221409700440874,206
0,2080,"R85",6.65940304843202,6.65940304843202,-9.0886889180966,206
0,2081,"R26",4.20705929365559,4.20705929365559,-0.304181532693581,206
0,2081,"R85",6.61900322886882,6.61900322886882,-9.44511049550144,206
0,2082,"R26",4.19766768530765,4.19766768530765,-0.189864030990543,206
0,2082,"R85",6.72106779070775,6.72106779070775,-9.76053422379837,206
0,2083,"R26",4.16506313869851,4.16506313869851,0.184904084702078,206
0,2083,"R85",7.04831044516487,7.04831044516487,-10.0125762707495,206
0,2084,"R26",4.18906367964507,4.18906367964507,-0.0276095188039193,206
0,2084,"R85",7.41634079704313,7.41634079704313,-10.2588798605677,206
0,2085,"R26",4.33798601722502,4.33798601722502,-0.0727909037589142,206
0,2085,"R85",7.98079799172432,7.98079799172432,-10.1456041886781,206
0,2086,"R26",4.42375537337037,4.42375537337037,-0.271484490733393,206
0,2086,"R85",8.46340685061604,8.46340685061604,-10.3326110742301,206
0,2087,"R26",4.52206174704424,4.52206174704424,-0.488122863568701,206
0,2087,"R85",8.9407623006989,8.9407623006989,-10.4794750116755,206
0,2088,"R26",4.73887194244807,4.73887194244807,-0.335327603241223,206
0,2088,"R85",9.35211341896059,9.35211341896059,-11.0786144098638,206
0,2089,"R26",4.8006543853393,4.8006543853393,-0.0477329289344668,206
0,2089,"R85",9.89430805504512,9.89430805504512,-11.4049621942271,206
0,2090,"R26",4.94919580289795,4.94919580289795,0.0684447052536864,206
0,2090,"R85",10.8034463524574,10.8034463524574,-11.5265654103844,206
0,2091,"R26",5.25118924720074,5.25118924720074,-0.0209365353404717,206
0,2091,"R85",11.3717161155383,11.3717161155383,-11.6647134953718,206
0,2092,"R26",5.47987920427289,5.47987920427289,0.221632680076578,206
0,2092,"R85",11.9190841219401,11.9190841219401,-11.6167432660102,206
0,2093,"R26",5.71642233931409,5.71642233931409,0.907513726651602,206
0,2093,"R85",12.2089321433315,12.2089321433315,-11.5790805459219,206
0,2094,"R26",5.93556411732841,5.93556411732841,1.14401080486497,206
0,2094,"R85",12.6028717892535,12.6028717892535,-11.6389724228728,206
0,2095,"R26",5.95928276906358,5.95928276906358,1.11007033544423,206
0,2095,"R85",13.062368161553,13.062368161553,-11.9436823945479,206
0,2096,"R26",6.00618460207841,6.00618460207841,1.22558891012739,206
0,2096,"R85",13.1493875214574,13.1493875214574,-11.9215561603174,206
0,2097,"R26",6.025627799175,6.025627799175,1.46630501216569,206
0,2097,"R85",13.2512810208863,13.2512810208863,-12.332814697334,206
0,2098,"R26",6.09058309360685,6.09058309360685,1.30667664684412,206
0,2098,"R85",13.5888304229986,13.5888304229986,-12.0629031476022,206
0,2099,"R26",6.34609048536354,6.34609048536354,1.3359694524941,206
0,2099,"R85",13.9580763387434,13.9580763387434,-12.7233788325485,206
0,2100,"R26",6.47454573567813,6.47454573567813,1.49213699849637,206
0,2100,"R85",13.8713675189005,13.8713675189005,-13.0053163250756,206
1,1951,"R26",-0.0448748814621422,-0.0448748814621422,0.150522733157314,21.6666666666667
1,1951,"R85",-0.0448748814621422,-0.0448748814621422,0.150522733157314,21.6666666666667
1,1952,"R26",0.484645428687349,0.484645428687349,0.471685367929369,21.6666666666667
1,1952,"R85",0.484645428687349,0.484645428687349,0.471685367929369,21.6666666666667
1,1953,"R26",0.84759145859564,0.84759145859564,0.622457393113531,21.6666666666667
1,1953,"R85",0.84759145859564,0.84759145859564,0.622457393113531,21.6666666666667
1,1954,"R26",0.145231665503726,0.145231665503726,0.202859814774793,21.6666666666667
1,1954,"R85",0.145231665503726,0.145231665503726,0.202859814774793,21.6666666666667
1,1955,"R26",0,0,0,21.6666666666667
1,1955,"R85",0,0,0,21.6666666666667
1,1956,"R26",-0.552872490740609,-0.552872490740609,-0.456589537499929,21.6666666666667
1,1956,"R85",-0.552872490740609,-0.552872490740609,-0.456589537499929,21.6666666666667
1,1957,"R26",-0.528984465381596,-0.528984465381596,-0.983931075517764,21.6666666666667
1,1957,"R85",-0.528984465381596,-0.528984465381596,-0.983931075517764,21.6666666666667
1,1958,"R26",-0.349964384776759,-0.349964384776759,-1.38243878739967,21.6666666666667
1,1958,"R85",-0.349964384776759,-0.349964384776759,-1.38243878739967,21.6666666666667
1,1959,"R26",-0.592630177406063,-0.592630177406063,-0.657314535838099,21.6666666666667
1,1959,"R85",-0.592630177406063,-0.592630177406063,-0.657314535838099,21.6666666666667
1,1960,"R26",-0.369611667071915,-0.369611667071915,-0.82730105242839,21.6666666666667
1,1960,"R85",-0.369611667071915,-0.369611667071915,-0.82730105242839,21.6666666666667
1,1961,"R26",-0.305963643288754,-0.305963643288754,-1.1538984588308,21.6666666666667
1,1961,"R85",-0.305963643288754,-0.305963643288754,-1.1538984588308,21.6666666666667
1,1962,"R26",-0.799404174571604,-0.799404174571604,-2.00246313439894,21.6666666666667
1,1962,"R85",-0.799404174571604,-0.799404174571604,-2.00246313439894,21.6666666666667
1,1963,"R26",-1.3925591722056,-1.3925591722056,-2.24045289792531,21.6666666666667
1,1963,"R85",-1.3925591722056,-1.3925591722056,-2.24045289792531,21.6666666666667
1,1964,"R26",-1.20229345374361,-1.20229345374361,-2.20794307080998,21.6666666666667
1,1964,"R85",-1.20229345374361,-1.20229345374361,-2.20794307080998,21.6666666666667
1,1965,"R26",-0.91520819938842,-0.91520819938842,-1.76941558549851,21.6666666666667
1,1965,"R85",-0.91520819938842,-0.91520819938842,-1.76941558549851,21.6666666666667
1,1966,"R26",-0.832666247997273,-0.832666247997273,-1.52431933250105,21.6666666666667
1,1966,"R85",-0.832666247997273,-0.832666247997273,-1.52431933250105,21.6666666666667
1,1967,"R26",-0.890858397070322,-0.890858397070322,-1.48120396551166,21.6666666666667
1,1967,"R85",-0.890858397070322,-0.890858397070322,-1.48120396551166,21.6666666666667
1,1968,"R26",-1.11490112141101,-1.11490112141101,-1.3418615933436,21.6666666666667
1,1968,"R85",-1.11490112141101,-1.11490112141101,-1.3418615933436,21.6666666666667
1,1969,"R26",-0.76383004738014,-0.76383004738014,-0.696939485587976,21.6666666666667
1,1969,"R85",-0.76383004738014,-0.76383004738014,-0.696939485587976,21.6666666666667
1,1970,"R26",-0.798277142367596,-0.798277142367596,-0.288993663468618,21.6666666666667
1,1970,"R85",-0.798277142367596,-0.798277142367596,-0.288993663468618,21.6666666666667
1,1971,"R26",-0.386033238305422,-0.386033238305422,0.0569980808597451,21.6666666666667
1,1971,"R85",-0.386033238305422,-0.386033238305422,0.0569980808597451,21.6666666666667
1,1972,"R26",0.00120988514417271,0.00120988514417271,0.219730432669073,21.6666666666667
1,1972,"R85",0.00120988514417271,0.00120988514417271,0.219730432669073,21.6666666666667
1,1973,"R26",0.44505559678334,0.44505559678334,2.03807678940993,21.6666666666667
1,1973,"R85",0.44505559678334,0.44505559678334,2.03807678940993,21.6666666666667
1,1974,"R26",0.660799832029015,0.660799832029015,3.60924621303406,21.6666666666667
1,1974,"R85",0.660799832029015,0.660799832029015,3.60924621303406,21.6666666666667
1,1975,"R26",-0.0818470618346299,-0.0818470618346299,4.16868418159561,21.6666666666667
1,1975,"R85",-0.0818470618346299,-0.0818470618346299,4.16868418159561,21.6666666666667
1,1976,"R26",-0.263381984693589,-0.263381984693589,4.40398550648802,21.6666666666667
1,1976,"R85",-0.263381984693589,-0.263381984693589,4.40398550648802,21.6666666666667
1,1977,"R26",-0.816829633347793,-0.816829633347793,3.12200876319046,21.6666666666667
1,1977,"R85",-0.816829633347793,-0.816829633347793,3.12200876319046,21.6666666666667
1,1978,"R26",-1.67541285996081,-1.67541285996081,2.34579792018164,21.6666666666667
1,1978,"R85",-1.67541285996081,-1.67541285996081,2.34579792018164,21.6666666666667
1,1979,"R26",-2.6332050395958,-2.6332050395958,1.07431581765523,21.6666666666667
1,1979,"R85",-2.6332050395958,-2.6332050395958,1.07431581765523,21.6666666666667
1,1980,"R26",-3.6476661649063,-3.6476661649063,1.0274301050483,21.6666666666667
1,1980,"R85",-3.6476661649063,-3.6476661649063,1.0274301050483,21.6666666666667
1,1981,"R26",-4.86790234644096,-4.86790234644096,-0.658381331116556,21.6666666666667
1,1981,"R85",-4.86790234644096,-4.86790234644096,-0.658381331116556,21.6666666666667
1,1982,"R26",-6.06774501249233,-6.06774501249233,-1.83741146050455,21.6666666666667
1,1982,"R85",-6.06774501249233,-6.06774501249233,-1.83741146050455,21.6666666666667
1,1983,"R26",-7.20032557734944,-7.20032557734944,-3.06776321180555,21.6666666666667
1,1983,"R85",-7.20032557734944,-7.20032557734944,-3.06776321180555,21.6666666666667
1,1984,"R26",-7.78942317230086,-7.78942317230086,-4.38407268530731,21.6666666666667
1,1984,"R85",-7.78942317230086,-7.78942317230086,-4.38407268530731,21.6666666666667
1,1985,"R26",-7.71782187283011,-7.71782187283011,-4.68407188196361,21.6666666666667
1,1985,"R85",-7.71782187283011,-7.71782187283011,-4.68407188196361,21.6666666666667
1,1986,"R26",-6.64356562971829,-6.64356562971829,-4.7532195330252,21.6666666666667
1,1986,"R85",-6.64356562971829,-6.64356562971829,-4.7532195330252,21.6666666666667
1,1987,"R26",-6.58238421280057,-6.58238421280057,-4.77498187742208,21.6666666666667
1,1987,"R85",-6.58238421280057,-6.58238421280057,-4.77498187742208,21.6666666666667
1,1988,"R26",-6.5653977395209,-6.5653977395209,-4.67825126269635,21.6666666666667
1,1988,"R85",-6.5653977395209,-6.5653977395209,-4.67825126269635,21.6666666666667
